tag,raw_text,tokens,ch_count
Misandry,Evan purshan enga eruken  kandupudinga pa 0:43 makeup bank LA loan poduvan pola Evan enna solrathu,"['evan', 'purshan', 'enga', 'eruken', 'kandupudinga', 'pa', '0', ':', '43', 'makeup', 'bank', 'la', 'loan', 'poduvan', 'pola', 'evan', 'enna', 'solrathu']",18
Misandry,Thevdiya mavana unna adichi kolanuda,"['thevdiya', 'mavana', 'unna', 'adichi', 'kolanuda']",5
None-of-the-above,This type of addiction...''iyarkaiye onnuku onnu muranbada iruku'' kevalamana explanation....thuu,"['this', 'type', 'of', 'addiction', '......', ""'"", ""'"", 'iyarkaiye', 'onnuku', 'onnu', 'muranbada', 'iruku', ""'"", ""'"", 'kevalamana', 'explanation', '......', 'thuu']",18
None-of-the-above,Yan antha varthaiya (transgender) use panama unku iruka mudiatho....,"['yan', 'antha', 'varthaiya', '(', 'transgender', ')', 'use', 'panama', 'unku', 'iruka', 'mudiatho', '......']",12
None-of-the-above,Antha amma dance aadum pothu udambu silirkuthu😭😰,"['antha', 'amma', 'dance', 'aadum', 'pothu', 'udambu', 'silirkuthu']",7
Counter-speech,Manasatchi orukkura manithar than chromosome problems laa pillainperurangal athukku arovu irukka again rah sollura neegal? Sontham kalyanam kuraochal ithu kuraiyum. Ellarum manithar than. Enakku gay lesbians friends irukkangal athukku avagal thappa illa oru relationship ah nalla neermaiya kondu poorangal. Chromosome thappa pillai petta parents ah thisdukadappa. Sari appdi kalyanam seithu pannina innum oru ponnu payam vaalkaiyil emathham athe neeram orutrara emathi vaalura vaalkai alikkalama ? Therinchu kondu oru ponnu illanpaiyan vaalkayil vilayadinagal koodathu athu oru Chromosom change Land athai ellam net laa search pannamal ithu ean appdi ennu theedi vaaikal ennu than naan solluvan. Reborn panna than sex enna antha neeram oru pillai pers maddum than sex vaichu irukkanum athukku piragu sex life irukka koodathu. Iyarkai patti kathaikka Koda makkalukku urimai illa kaaranam iyarkaiya paathukaakka kooda theriyalla anal ithula maddum iyarkai,"['manasatchi', 'orukkura', 'manithar', 'than', 'chromosome', 'problems', 'laa', 'pillainperurangal', 'athukku', 'arovu', 'irukka', 'again', 'rah', 'sollura', 'neegal', '?', 'sontham', 'kalyanam', 'kuraochal', 'ithu', 'kuraiyum', '.', 'ellarum', 'manithar', 'than', '.', 'enakku', 'gay', 'lesbians', 'friends', 'irukkangal', 'athukku', 'avagal', 'thappa', 'illa', 'oru', 'relationship', 'ah', 'nalla', 'neermaiya', 'kondu', 'poorangal', '.', 'chromosome', 'thappa', 'pillai', 'petta', 'parents', 'ah', 'thisdukadappa', '.', 'sari', 'appdi', 'kalyanam', 'seithu', 'pannina', 'innum', 'oru', 'ponnu', 'payam', 'vaalkaiyil', 'emathham', 'athe', 'neeram', 'orutrara', 'emathi', 'vaalura', 'vaalkai', 'alikkalama', '?', 'therinchu', 'kondu', 'oru', 'ponnu', 'illanpaiyan', 'vaalkayil', 'vilayadinagal', 'koodathu', 'athu', 'oru', 'chromosom', 'change', 'land', 'athai', 'ellam', 'net', 'laa', 'search', 'pannamal', 'ithu', 'ean', 'appdi', 'ennu', 'theedi', 'vaaikal', 'ennu', 'than', 'naan', 'solluvan', '.', 'reborn', 'panna', 'than', 'sex', 'enna', 'antha', 'neeram', 'oru', 'pillai', 'pers', 'maddum', 'than', 'sex', 'vaichu', 'irukkanum', 'athukku', 'piragu', 'sex', 'life', 'irukka', 'koodathu', '.', 'iyarkai', 'patti', 'kathaikka', 'koda', 'makkalukku', 'urimai', 'illa', 'kaaranam', 'iyarkaiya', 'paathukaakka', 'kooda', 'theriyalla', 'anal', 'ithula', 'maddum', 'iyarkai']",138
None-of-the-above,Poi solraan loosu already Pongal vada channel laa pootutaanga daa,"['poi', 'solraan', 'loosu', 'already', 'pongal', 'vada', 'channel', 'laa', 'pootutaanga', 'daa']",10
None-of-the-above,Summa v2la erunthu verum Sora mattum thinnutu poittu eruntha epdibtherium kadan avunga kastam ellam,"['summa', 'v2la', 'erunthu', 'verum', 'sora', 'mattum', 'thinnutu', 'poittu', 'eruntha', 'epdibtherium', 'kadan', 'avunga', 'kastam', 'ellam']",14
None-of-the-above,Selvaraj Selva  hiii. Neyveli enga,"['selvaraj', 'selva', 'hiii', '.', 'neyveli', 'enga']",6
Homophobia,Vairamuthu mannippu kedkavendum illavittal avar sunniya umbi thanniya kudippan ippadikku patppan h raja,"['vairamuthu', 'mannippu', 'kedkavendum', 'illavittal', 'avar', 'sunniya', 'umbi', 'thanniya', 'kudippan', 'ippadikku', 'patppan', 'h', 'raja']",13
None-of-the-above,Ada thu ; Intha video va patha un amma santhosa paduvangala ; Illa etha support pannuravanga un ponnu illa paiyan ippadi panna unnaku ippadi erukum,"['ada', 'thu', ';', 'intha', 'video', 'va', 'patha', 'un', 'amma', 'santhosa', 'paduvangala', ';', 'illa', 'etha', 'support', 'pannuravanga', 'un', 'ponnu', 'illa', 'paiyan', 'ippadi', 'panna', 'unnaku', 'ippadi', 'erukum']",25
None-of-the-above,Super bro Vera level bro,"['super', 'bro', 'vera', 'level', 'bro']",5
Hope-Speech,Vera level nanba ❤️❤️ yara irunthalum avangaluku 1st anba kudunga yaraium othiki vaikathinga ❤️❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏,"['vera', 'level', 'nanba', 'yara', 'irunthalum', 'avangaluku', '1st', 'anba', 'kudunga', 'yaraium', 'othiki', 'vaikathinga']",12
None-of-the-above,Super bro nalla seyal... congrats bro.,"['super', 'bro', 'nalla', 'seyal', '......', 'congrats', 'bro', '.']",8
None-of-the-above,Great Mr Anand Srinivasan Sir 🙏,"['great', 'mr', 'anand', 'srinivasan', 'sir']",5
None-of-the-above,The best movie ever seen,"['the', 'best', 'movie', 'ever', 'seen']",5
Xenophobia,Ella Nadum senthu china Mela anukundu thakkuthal oray time la nadathuna mudijidum mothamaaa.,"['ella', 'nadum', 'senthu', 'china', 'mela', 'anukundu', 'thakkuthal', 'oray', 'time', 'la', 'nadathuna', 'mudijidum', 'mothamaaa', '.']",14
Counter-speech,100%  correct   kanavar mattum vendum kanavarai perravarkal vendam avarkal veetirku devaiyillatha kuppai enkirarkal,"['100', '%', 'correct', 'kanavar', 'mattum', 'vendum', 'kanavarai', 'perravarkal', 'vendam', 'avarkal', 'veetirku', 'devaiyillatha', 'kuppai', 'enkirarkal']",14
Misandry,dinesh prabu B  racha raja punta punta  vairamuthu annan thamilanta,"['dinesh', 'prabu', 'b', 'racha', 'raja', 'punta', 'punta', 'vairamuthu', 'annan', 'thamilanta']",10
None-of-the-above,Mr gobinath  namma oorula dowri vendaam nu sonnaalum.  yenga kudumbathukku oru gawravam irukku so naan ivlo pottaa thaan yen kudumbathukku gowravam nu solraanga,"['mr', 'gobinath', 'namma', 'oorula', 'dowri', 'vendaam', 'nu', 'sonnaalum', '.', 'yenga', 'kudumbathukku', 'oru', 'gawravam', 'irukku', 'so', 'naan', 'ivlo', 'pottaa', 'thaan', 'yen', 'kudumbathukku', 'gowravam', 'nu', 'solraanga']",24
None-of-the-above,Sister enna solla...ungala pol oru nallavara naan sister ah kidaikkanum...really can i get ur number sister,"['sister', 'enna', 'solla', '......', 'ungala', 'pol', 'oru', 'nallavara', 'naan', 'sister', 'ah', 'kidaikkanum', '......', 'really', 'can', 'i', 'get', 'ur', 'number', 'sister']",20
None-of-the-above,Sudarshan  ivam kekura kelvi la apditha bro iruku atha,"['sudarshan', 'ivam', 'kekura', 'kelvi', 'la', 'apditha', 'bro', 'iruku', 'atha']",9
None-of-the-above,Evargalukku enna problem ethunala evuga la ella kelipannaga,"['evargalukku', 'enna', 'problem', 'ethunala', 'evuga', 'la', 'ella', 'kelipannaga']",8
None-of-the-above,MAYIZH VELAN  Ur watsapp number dear,"['mayizh', 'velan', 'ur', 'watsapp', 'number', 'dear']",6
Misandry,Enda bjp layea searndhu h  raja va nalla velukkalam,"['enda', 'bjp', 'layea', 'searndhu', 'h', 'raja', 'va', 'nalla', 'velukkalam']",9
None-of-the-above,Otha unna dhan firstu arrest pananum aamakari thinnen nu oora emathitu,"['otha', 'unna', 'dhan', 'firstu', 'arrest', 'pananum', 'aamakari', 'thinnen', 'nu', 'oora', 'emathitu']",11
Misandry,Poda punda neeyallam oru jenmam,"['poda', 'punda', 'neeyallam', 'oru', 'jenmam']",5
Counter-speech,Ponnunga yepdi irukunumnu neenga yedhuku boss solringa?,"['ponnunga', 'yepdi', 'irukunumnu', 'neenga', 'yedhuku', 'boss', 'solringa', '?']",8
Misandry,RAJINI SUPERSTAR  poda pannimuchi vayaaa🐷🐷🐷🐷🐷,"['rajini', 'superstar', 'poda', 'pannimuchi', 'vayaaa']",5
None-of-the-above,vera level bro naanum unga channel uh subscribe panite enooda frnds ellaarum subscribe pannitaanga,"['vera', 'level', 'bro', 'naanum', 'unga', 'channel', 'uh', 'subscribe', 'panite', 'enooda', 'frnds', 'ellaarum', 'subscribe', 'pannitaanga']",14
None-of-the-above,kadalla kallapodu  Interview keadukkurathum eduthuttu lgbtku community support pandra maari nadikkathinga ok va 😡,"['kadalla', 'kallapodu', 'interview', 'keadukkurathum', 'eduthuttu', 'lgbtku', 'community', 'support', 'pandra', 'maari', 'nadikkathinga', 'ok', 'va']",13
None-of-the-above,Ameer Dheen  WhatsApp number please,"['ameer', 'dheen', 'whatsapp', 'number', 'please']",5
None-of-the-above,Super. Raja sir.  Seeman unga velaya parunga.,"['super', '.', 'raja', 'sir', '.', 'seeman', 'unga', 'velaya', 'parunga', '.']",10
Xenophobia,Enga ula tamil media mathiri china ta than kasu vanguran INA ? INA unmaya  eruntha eypam problem  solve agi erukum!,"['enga', 'ula', 'tamil', 'media', 'mathiri', 'china', 'ta', 'than', 'kasu', 'vanguran', 'ina', '?', 'ina', 'unmaya', 'eruntha', 'eypam', 'problem', 'solve', 'agi', 'erukum', '!']",21
None-of-the-above,Ayy Ar  sappittingala machan. Work mudinjata. I am so fee about you.kayappadda en manasukku oru nalla maruntai Sol bujjima.,"['ayy', 'ar', 'sappittingala', 'machan', '.', 'work', 'mudinjata', '.', 'i', 'am', 'so', 'fee', 'about', 'you', '.', 'kayappadda', 'en', 'manasukku', 'oru', 'nalla', 'maruntai', 'sol', 'bujjima', '.']",24
None-of-the-above,544 akash  hi give your number,"['544', 'akash', 'hi', 'give', 'your', 'number']",6
Misandry,h raja HIV rajanu vanthutan nai,"['h', 'raja', 'hiv', 'rajanu', 'vanthutan', 'nai']",6
None-of-the-above,V Dharman  pon namer sent me,"['v', 'dharman', 'pon', 'namer', 'sent', 'me']",6
None-of-the-above,naye unna mari aaluga eruntha manitha iname alinjirum,"['naye', 'unna', 'mari', 'aaluga', 'eruntha', 'manitha', 'iname', 'alinjirum']",8
None-of-the-above,I like u r boldness sister semma ya pesringa,"['i', 'like', 'u', 'r', 'boldness', 'sister', 'semma', 'ya', 'pesringa']",9
Hope-Speech,Nanum ennoda hus nalla friends.. eppodhum endha oru vishayam pannalaum rendu perum than mudivu pannuvom...orutharuku  Oruthar theriyama edhum pannamataom.. enga rendu perukum thanni patta personal nu edhum illa ... Unmai mattudha irukum edhayum maraika mattom.. rendu perum 4yr love panni marriage pannitom marrige pannuthukku aparom than purithal vandhuchu ana nalla hus wife garatha veda naga nalla friends.. endha Oru edathulayum vittu kudukamataru... Avura ketta ne ennoda amma nu soluvaru. Enna keta olivu maraivu illa ma irudha matudha thirumana valkai nalla irukum...,"['nanum', 'ennoda', 'hus', 'nalla', 'friends', '......', 'eppodhum', 'endha', 'oru', 'vishayam', 'pannalaum', 'rendu', 'perum', 'than', 'mudivu', 'pannuvom', '......', 'orutharuku', 'oruthar', 'theriyama', 'edhum', 'pannamataom', '......', 'enga', 'rendu', 'perukum', 'thanni', 'patta', 'personal', 'nu', 'edhum', 'illa', '......', 'unmai', 'mattudha', 'irukum', 'edhayum', 'maraika', 'mattom', '......', 'rendu', 'perum', '4yr', 'love', 'panni', 'marriage', 'pannitom', 'marrige', 'pannuthukku', 'aparom', 'than', 'purithal', 'vandhuchu', 'ana', 'nalla', 'hus', 'wife', 'garatha', 'veda', 'naga', 'nalla', 'friends', '......', 'endha', 'oru', 'edathulayum', 'vittu', 'kudukamataru', '......', 'avura', 'ketta', 'ne', 'ennoda', 'amma', 'nu', 'soluvaru', '.', 'enna', 'keta', 'olivu', 'maraivu', 'illa', 'ma', 'irudha', 'matudha', 'thirumana', 'valkai', 'nalla', 'irukum', '......']",90
Misandry,Itha nikalchi nadathurathuku Vera tholil panalam sir kopinath ugala rompa pidikum ipadi ponenaga Nala irukathu,"['itha', 'nikalchi', 'nadathurathuku', 'vera', 'tholil', 'panalam', 'sir', 'kopinath', 'ugala', 'rompa', 'pidikum', 'ipadi', 'ponenaga', 'nala', 'irukathu']",15
None-of-the-above,antha manasu tha 💙sir Kadavul 🙏🏼,"['antha', 'manasu', 'tha', 'sir', 'kadavul']",5
Xenophobia,Akshaya Singh  Emma....singh ah...nee epdi tamilnadla irukka....ila respect ilannu convert ayituyaa,"['akshaya', 'singh', 'emma', '......', 'singh', 'ah', '......', 'nee', 'epdi', 'tamilnadla', 'irukka', '......', 'ila', 'respect', 'ilannu', 'convert', 'ayituyaa']",17
None-of-the-above,Wt hpn wt problem 🤔🤔,"['wt', 'hpn', 'wt', 'problem']",4
Misandry,Ramesh G  poda Hindu badu modi pula umbu,"['ramesh', 'g', 'poda', 'hindu', 'badu', 'modi', 'pula', 'umbu']",8
None-of-the-above,Ungal manaivi pillai migavum adhirstasali.. Indha purithal yarukum varuvathilai anna.. Thank u for ur speech.. Am ur biggest fan..,"['ungal', 'manaivi', 'pillai', 'migavum', 'adhirstasali', '......', 'indha', 'purithal', 'yarukum', 'varuvathilai', 'anna', '......', 'thank', 'u', 'for', 'ur', 'speech', '......', 'am', 'ur', 'biggest', 'fan', '......']",23
None-of-the-above,Anney intha thatavaiyun mass kattitinka part 2 ku tan waiting,"['anney', 'intha', 'thatavaiyun', 'mass', 'kattitinka', 'part', '2', 'ku', 'tan', 'waiting']",10
Misandry,Prakash 1961  gommala ooka pesuda thayoli,"['prakash', '1961', 'gommala', 'ooka', 'pesuda', 'thayoli']",6
None-of-the-above,Pythagorus pathi  sollunga bro,"['pythagorus', 'pathi', 'sollunga', 'bro']",4
None-of-the-above,suresh barani  h u number,"['suresh', 'barani', 'h', 'u', 'number']",5
Xenophobia,Sori naaye raja..vairamuthu Tamil Manninn maindhan..nee onda vandha  vadanaattukkaaran..,"['sori', 'naaye', 'raja', '......', 'vairamuthu', 'tamil', 'manninn', 'maindhan', '......', 'nee', 'onda', 'vandha', 'vadanaattukkaaran', '......']",14
None-of-the-above,Super prank thalaiva semma prank,"['super', 'prank', 'thalaiva', 'semma', 'prank']",5
None-of-the-above,Hello bro niraya videos upload podukanga please,"['hello', 'bro', 'niraya', 'videos', 'upload', 'podukanga', 'please']",7
Homophobia,Kadhayalla Nijam  poda gay Punda mavane,"['kadhayalla', 'nijam', 'poda', 'gay', 'punda', 'mavane']",6
None-of-the-above,Atha epdi solli kodukkanum antha appa matiya,"['atha', 'epdi', 'solli', 'kodukkanum', 'antha', 'appa', 'matiya']",7
None-of-the-above,Dai chance Vanda un ammavum DAAN cinimavilae poova komjam yochichi pesu,"['dai', 'chance', 'vanda', 'un', 'ammavum', 'daan', 'cinimavilae', 'poova', 'komjam', 'yochichi', 'pesu']",11
Misogyny,Anbu angathan iruku namma thedi pora ponnunga kitta suya nalam mattum than irukku 😅,"['anbu', 'angathan', 'iruku', 'namma', 'thedi', 'pora', 'ponnunga', 'kitta', 'suya', 'nalam', 'mattum', 'than', 'irukku']",13
None-of-the-above,Wow Look like real girl,"['wow', 'look', 'like', 'real', 'girl']",5
Misandry,Gommala dai otha nerala maatuna nee seatha Da 👊👊👊,"['gommala', 'dai', 'otha', 'nerala', 'maatuna', 'nee', 'seatha', 'da']",8
None-of-the-above,Daiii Appa ungaluku appavum thunyya eruppar,"['daiii', 'appa', 'ungaluku', 'appavum', 'thunyya', 'eruppar']",6
Transphobic,Smart Subash evangala Mari alunga ulagathaya azichiruvangalae repent agunam evanga,"['smart', 'subash', 'evangala', 'mari', 'alunga', 'ulagathaya', 'azichiruvangalae', 'repent', 'agunam', 'evanga']",10
None-of-the-above,Kamala paththi pesum pothu antha kaththu kathina ippa intha olaru olarura,"['kamala', 'paththi', 'pesum', 'pothu', 'antha', 'kaththu', 'kathina', 'ippa', 'intha', 'olaru', 'olarura']",11
None-of-the-above,Porakama poiruppa simple. Unaku kozhantha iruja,"['porakama', 'poiruppa', 'simple', '.', 'unaku', 'kozhantha', 'iruja']",7
Misandry,Pooo daaa yachhhaaaa rajaaaaa 😡😡😡😡😡😡😡😡😡😡😡,"['pooo', 'daaa', 'yachhhaaaa', 'rajaaaaa']",4
Hope-Speech,Insta la unga follower nanu girl mari make up pottu video post panum bothu ennda ivar ipdi panrarey nenapen sorry LGBTQA nu etho solringa onum purila ana sorry neengalu unga சமூகம் Eppoum happy a irukanum ❤,"['insta', 'la', 'unga', 'follower', 'nanu', 'girl', 'mari', 'make', 'up', 'pottu', 'video', 'post', 'panum', 'bothu', 'ennda', 'ivar', 'ipdi', 'panrarey', 'nenapen', 'sorry', 'lgbtqa', 'nu', 'etho', 'solringa', 'onum', 'purila', 'ana', 'sorry', 'neengalu', 'unga', 'சமூகம்', 'eppoum', 'happy', 'a', 'irukanum']",35
None-of-the-above,anjipal  sari athuku maatru vali solunga,"['anjipal', 'sari', 'athuku', 'maatru', 'vali', 'solunga']",6
Misandry,Ethirla oru punda mavan namakkenna innu irukkan paru!,"['ethirla', 'oru', 'punda', 'mavan', 'namakkenna', 'innu', 'irukkan', 'paru', '!']",9
Counter-speech,Akka neenga konja konjam pera sendhu suya thozhil seyyalamae.nalu peruku vela kodukalamae.neenga govt a ungala pakka vaiyunga.avanga pakkanumnu ethirpakkadheenga.,"['akka', 'neenga', 'konja', 'konjam', 'pera', 'sendhu', 'suya', 'thozhil', 'seyyalamae', '.', 'nalu', 'peruku', 'vela', 'kodukalamae', '.', 'neenga', 'govt', 'a', 'ungala', 'pakka', 'vaiyunga', '.', 'avanga', 'pakkanumnu', 'ethirpakkadheenga', '.']",26
Homophobia,Ival Oru punda nakki lesbian Munda ...irukaravalayu keduthurvaluga pilundainga,"['ival', 'oru', 'punda', 'nakki', 'lesbian', 'munda', '......', 'irukaravalayu', 'keduthurvaluga', 'pilundainga']",10
None-of-the-above,Pongada punnakkukala muthalil ungal kudumpa pengaliy veru sathiyel koddi koduththu viddu vanthu pesungada saathi enbathu uire than manam ullavarkalukku.,"['pongada', 'punnakkukala', 'muthalil', 'ungal', 'kudumpa', 'pengaliy', 'veru', 'sathiyel', 'koddi', 'koduththu', 'viddu', 'vanthu', 'pesungada', 'saathi', 'enbathu', 'uire', 'than', 'manam', 'ullavarkalukku', '.']",20
Xenophobia,Antha chinai kaarana serupala adicha kooda thiruntha matanunga pola chii china news ketale semma kadupa iruku 😠😠😠😠😠😠😠😠😠😠,"['antha', 'chinai', 'kaarana', 'serupala', 'adicha', 'kooda', 'thiruntha', 'matanunga', 'pola', 'chii', 'china', 'news', 'ketale', 'semma', 'kadupa', 'iruku']",16
None-of-the-above,Korona yenkira vellathaye nanga yinum ninthi thapikka villa  atharkullave yinnum oru vellavma  god help us,"['korona', 'yenkira', 'vellathaye', 'nanga', 'yinum', 'ninthi', 'thapikka', 'villa', 'atharkullave', 'yinnum', 'oru', 'vellavma', 'god', 'help', 'us']",15
None-of-the-above,Vidunga nanbare...Indhu na ennane theriyaadha naaigal than indha naigal...summa vai irukkunu kaththudhunga...theru naaigal...,"['vidunga', 'nanbare', '......', 'indhu', 'na', 'ennane', 'theriyaadha', 'naaigal', 'than', 'indha', 'naigal', '......', 'summa', 'vai', 'irukkunu', 'kaththudhunga', '......', 'theru', 'naaigal', '......']",20
Counter-speech,Ungala la lgbt community ah yeathuka mudilina niga yeathuku sollringa velagi poyarla,"['ungala', 'la', 'lgbt', 'community', 'ah', 'yeathuka', 'mudilina', 'niga', 'yeathuku', 'sollringa', 'velagi', 'poyarla']",12
None-of-the-above,Romba thanks sir but inga  enna purinjika enaku yarum illa,"['romba', 'thanks', 'sir', 'but', 'inga', 'enna', 'purinjika', 'enaku', 'yarum', 'illa']",10
None-of-the-above,Rajesh Kumar  hmm I am waiting,"['rajesh', 'kumar', 'hmm', 'i', 'am', 'waiting']",6
None-of-the-above,Raj Kumar  your age ?,"['raj', 'kumar', 'your', 'age', '?']",5
None-of-the-above,malini venkatakrishnan r u girl or boy,"['malini', 'venkatakrishnan', 'r', 'u', 'girl', 'or', 'boy']",7
None-of-the-above,I send in link sir,"['i', 'send', 'in', 'link', 'sir']",5
None-of-the-above,Hi bro nice want to c u,"['hi', 'bro', 'nice', 'want', 'to', 'c', 'u']",7
Counter-speech,Sir aathu madhuvanthi illay. Madamanthi. Avvalavoothan.,"['sir', 'aathu', 'madhuvanthi', 'illay', '.', 'madamanthi', '.', 'avvalavoothan', '.']",9
Misandry,Echha raja unga amma unnai yaarukku petha....thevidiya payya,"['echha', 'raja', 'unga', 'amma', 'unnai', 'yaarukku', 'petha', '......', 'thevidiya', 'payya']",10
None-of-the-above,Pls first yangaluku oru vaipu kudunga,"['pls', 'first', 'yangaluku', 'oru', 'vaipu', 'kudunga']",6
Counter-speech,Anbala Katti pudikiravangala vida sex feel a katti pudikiravanga than broo. .... Semma veruppu agum...... ... Kandippa jeikkanum bro,"['anbala', 'katti', 'pudikiravangala', 'vida', 'sex', 'feel', 'a', 'katti', 'pudikiravanga', 'than', 'broo', '......', 'semma', 'veruppu', 'agum', '......', 'kandippa', 'jeikkanum', 'bro']",19
